user_session_id,user_id,product_id,click_through_rate,add_to_cart_flag,cart_abandonment_score,purchase_probability,device_type
S24778,U15699,P257,0.9365,1,0.0315,0.946,desktop
S24779,U13861,P260,0.3821,1,0.1957,,tablet
S24780,U13103,P510,0.4758,1,0.1187,0.6434,mobile
S24781,U11146,P346,0.5048,1,,0.4256,mobile
S24782,U11557,P155,0.7874,0,0.8154,0.5221,desktop
S24783,U13738,P250,0.8209,0,0.158,0.8393,desktop
S24784,U12157,P398,0.6379,1,0.7564,0.4615,mobile
S24785,U15390,P566,0.8025,1,0.4625,0.6974,desktop
S24786,U13451,P153,0.5637,0,,0.6924,desktop
S24787,U10299,P322,0.3153,1,0.7825,0.2647,mobile
S24788,U13698,P353,0.1344,0,0.1929,0.415,mobile
S24789,U14053,P167,0.9587,1,,0.8255,desktop
S24790,U17899,P152,0.6811,0,0.5206,0.5881,desktop
S24791,U17145,P566,0.9158,1,0.33,,desktop
S24792,U15861,P344,0.0953,0,0.5452,0.2406,mobile
S24793,U14859,P585,0.01,0,0.8175,,mobile
S24794,U10248,P139,0.535,0,0.8782,0.3498,desktop
S24795,U12568,P543,0.99,1,0.6938,0.6911,desktop
S24796,U14129,P441,0.6952,1,0.6052,0.5597,desktop
S24797,U14323,P492,0.99,1,0.5036,0.7731,desktop
S24798,U14680,P450,0.3065,0,0.7602,,mobile
S24799,U17566,P237,0.99,1,0.1811,0.9122,desktop
S24800,U17101,P365,0.4664,0,0.4167,0.5094,mobile
S24801,U12860,P513,0.5473,1,0.6645,0.4635,mobile
S24802,U10723,P237,0.99,1,0.3822,0.8254,desktop
S24803,U16727,P541,0.6191,1,0.3829,0.6262,mobile
S24804,U10569,P391,0.3758,0,0.0534,0.614,mobile
S24805,U10219,P309,0.7585,1,0.5631,,desktop
S24806,U11394,P271,0.483,1,0.5544,0.4596,mobile
S24807,U12834,P284,0.5497,0,0.9103,0.3444,mobile
S24808,U17928,P398,0.487,0,0.115,0.6514,mobile
S24809,U16671,P339,,1,0.5385,0.6714,mobile
S24810,U12122,P310,0.1472,0,0.4065,0.3303,mobile
S24811,U15737,P462,0.8945,1,0.075,0.9174,desktop
S24812,U14231,P250,0.8294,1,0.5235,0.6721,desktop
S24813,U14000,P487,0.99,1,0.5584,0.7639,desktop
S24814,U16217,P495,0.3803,1,0.7983,0.2953,mobile
S24815,U14349,P223,0.8695,0,0.7941,0.5928,desktop
S24816,U13089,P148,0.1464,0,0.0862,0.468,mobile
S24817,U16050,P507,0.4937,1,0.7032,0.4016,desktop
S24818,U17165,P496,0.3498,1,0.3022,0.4918,mobile
S24819,U17210,P223,0.1075,0,0.173,0.4081,tablet
S24820,U10049,P167,0.36,1,0.9381,0.2377,mobile
S24821,U10514,P574,0.9045,1,0.6435,0.6636,desktop
S24822,U12791,P457,0.5052,0,0.3201,0.5734,mobile
S24823,U12778,P330,0.5632,1,0.8333,0.3854,desktop
S24824,U12618,P555,0.3181,0,0.135,0.5456,mobile
S24825,U17963,P445,,0,0.2632,0.7501,desktop
S24826,U11837,P517,0.9133,0,,0.5817,desktop
S24827,U14671,P108,,1,,0.6847,desktop
S24828,U17749,P365,0.0865,0,,0.3409,mobile
S24829,U17470,P224,0.4092,1,0.7776,0.3352,desktop
S24830,U11165,P470,0.65,1,0.1165,0.7445,desktop
S24831,U14998,P420,0.6023,1,0.5751,,desktop
S24832,U12249,P211,0.4788,1,0.3307,0.5681,desktop
S24833,U16350,P597,0.6699,1,0.2046,0.7323,desktop
S24834,U10414,P427,0.6418,0,,0.4483,desktop
S24835,U12268,P429,0.99,1,0.5581,0.7496,desktop
S24836,U17529,P153,0.2664,0,0.4867,0.3786,mobile
S24837,U16901,P526,,1,0.6155,0.5983,desktop
S24838,U11104,P596,0.5429,1,0.7613,0.4192,mobile
S24839,U14858,P542,,1,,0.4882,mobile
S24840,U14658,P188,,0,,0.8218,desktop
S24841,U13356,P194,0.99,1,0.6661,,desktop
S24842,U12416,P458,0.2457,0,,0.1907,mobile
S24843,U15611,P349,0.653,1,0.6394,0.5207,desktop
S24844,U11934,P542,0.7822,0,,,desktop
S24845,U17039,P550,0.2759,0,0.1759,0.5181,mobile
S24846,U15465,P416,0.4139,0,0.3418,0.5116,mobile
S24847,U10203,P586,0.86,1,0.346,0.7807,desktop
S24848,U17192,P265,,0,,0.2355,mobile
S24849,U17100,P326,0.99,1,0.7648,0.6748,desktop
S24850,U15672,P235,0.0316,0,0.9774,0.0175,mobile
S24851,U10068,P483,0.5022,1,0.2415,0.62,mobile
S24852,U10515,P164,0.2169,1,0.7164,0.2367,mobile
S24853,U13563,P104,0.3782,0,0.4826,0.4303,mobile
S24854,U16383,P219,0.7621,1,0.8814,0.4791,desktop
S24855,U14456,P470,0.6652,1,0.9044,0.4278,desktop
S24856,U11464,P318,0.4971,1,0.6189,,mobile
S24857,U15150,P464,0.8735,1,0.0883,0.8852,desktop
S24858,U16018,P573,0.6271,1,0.0747,0.7494,mobile
S24859,U11652,P142,0.6739,1,,0.4736,mobile
S24860,U10706,P287,0.8703,1,0.3103,,desktop
S24861,U11625,P125,0.6,1,,0.4734,desktop
S24862,U16833,P366,0.6094,1,0.6731,0.4955,mobile
S24863,U14752,P261,0.2088,0,0.242,0.4367,mobile
S24864,U13785,P332,0.2928,0,0.3301,0.447,tablet
S24865,U11345,P229,0.4944,1,,0.6629,desktop
S24866,U10343,P120,0.0946,0,0.9459,0.0817,tablet
S24867,U13786,P470,0.159,0,0.0865,0.4895,mobile
S24868,U10535,P509,0.9295,1,0.7467,0.6478,desktop
S24869,U10354,P227,0.7284,1,0.7157,0.5311,desktop
S24870,U13542,P175,0.6887,0,0.7663,0.5009,desktop
S24871,U15023,P172,0.99,1,0.6732,0.7143,desktop
S24872,U10982,P332,0.7329,0,,0.6538,desktop
S24873,U16113,P442,0.1854,1,0.3345,0.3833,mobile
S24874,U16248,P205,0.3798,0,0.6714,,tablet
S24875,U17954,P488,0.1732,0,0.2493,0.413,mobile
S24876,U11345,P108,0.2496,0,0.9476,,mobile
S24877,U15691,P218,0.9335,1,0.5849,0.7055,desktop
S24878,U16002,P149,0.3915,0,0.475,0.4412,mobile
S24879,U13009,P109,0.5411,1,0.7044,0.4427,mobile
S24880,U10526,P212,0.6044,0,0.3211,,mobile
S24881,U16647,P541,,1,,0.2763,mobile
S24882,U17252,P365,0.3765,0,0.8453,0.2729,desktop
S24883,U10930,P177,0.5433,0,0.5094,0.5137,mobile
S24884,U12756,P135,0.2743,0,0.6162,0.3273,mobile
S24885,U12282,P301,,0,0.1171,0.7829,mobile
S24886,U11946,P411,0.7659,1,0.838,0.5144,desktop
S24887,U13927,P217,0.7514,1,0.2548,0.7576,desktop
S24888,U15382,P289,0.2905,0,0.0362,0.5724,mobile
S24889,U17173,P341,,1,0.0743,0.6536,mobile
S24890,U12541,P392,0.6389,1,0.9223,0.3906,desktop
S24891,U11916,P268,,1,0.3469,0.6041,mobile
S24892,U13360,P329,0.5403,0,0.3144,0.5961,mobile
S24893,U11593,P147,0.208,0,0.6608,0.2555,mobile
S24894,U17824,P249,0.3315,0,0.5884,0.3578,mobile
S24895,U12925,P442,0.01,0,0.6846,0.1458,tablet
S24896,U13625,P307,0.185,1,0.4284,0.3569,mobile
S24897,U15469,P160,0.9198,1,0.7809,0.6275,desktop
S24898,U11223,P430,0.4961,0,0.8712,0.3305,mobile
S24899,U11959,P216,0.2001,1,0.1546,0.4693,mobile
S24900,U17853,P338,0.6021,1,0.1255,0.7131,desktop
S24901,U17110,P470,0.5613,1,0.9468,0.3354,mobile
S24902,U10965,P454,0.8853,1,,,desktop
S24903,U15059,P147,0.1693,0,0.479,0.3261,mobile
S24904,U14992,P547,0.613,1,0.4764,0.5824,mobile
S24905,U15454,P344,0.3901,0,0.9033,0.27,mobile
S24906,U13678,P567,0.5772,1,,,mobile
S24907,U14312,P392,0.5312,1,0.4676,0.5391,mobile
S24908,U10622,P524,0.1859,0,0.7919,0.1863,mobile
S24909,U14448,P104,0.7888,1,0.3493,0.7384,desktop
S24910,U14787,P199,0.2196,0,0.0714,0.5165,mobile
S24911,U16818,P304,0.8347,1,0.0432,,desktop
S24912,U14726,P279,0.5098,0,0.7259,0.401,mobile
S24913,U12372,P116,0.9065,1,0.7925,0.6004,desktop
S24914,U12948,P189,0.9464,1,,0.9698,desktop
S24915,U13299,P599,0.4768,0,0.8517,0.3421,mobile
S24916,U11168,P207,0.1805,1,0.4935,0.3119,mobile
S24917,U16451,P289,0.5393,1,0.0379,0.7291,mobile
S24918,U14749,P279,,1,0.5561,0.5326,mobile
S24919,U17801,P348,0.8763,1,0.1162,0.8892,desktop
S24920,U16428,P350,,1,,0.7356,desktop
S24921,U10391,P119,0.0436,0,0.1778,0.3837,tablet
S24922,U13809,P458,0.1264,0,0.5351,0.2628,mobile
S24923,U12407,P196,0.5775,0,,,mobile
S24924,U14864,P321,0.7597,1,0.8977,0.485,desktop
S24925,U14892,P243,0.5302,1,0.1432,,mobile
S24926,U15027,P106,0.2601,0,0.5002,0.3548,mobile
S24927,U16066,P449,0.99,1,0.5784,0.7552,desktop
S24928,U14260,P421,0.2396,0,0.3878,0.3915,tablet
S24929,U14828,P367,0.3494,0,0.1044,0.5769,mobile
S24930,U10580,P526,0.0987,0,0.8402,,mobile
S24931,U10820,P395,0.5113,1,0.4798,0.5224,mobile
S24932,U11247,P100,0.0942,0,0.3341,0.331,tablet
S24933,U10123,P157,0.3159,0,0.0226,,desktop
S24934,U16067,P486,,1,0.8933,0.1635,mobile
S24935,U14439,P363,,1,0.811,,mobile
S24936,U11874,P189,0.99,1,0.161,0.9352,desktop
S24937,U10523,P587,0.4165,0,0.2405,0.5568,mobile
S24938,U13123,P174,0.99,1,0.388,0.823,desktop
S24939,U14224,P544,0.874,1,0.5446,0.6887,desktop
S24940,U15254,P440,0.5658,1,0.4705,0.5578,mobile
S24941,U16800,P360,0.5674,1,0.7625,,mobile
S24942,U13198,P587,0.787,1,0.943,0.4668,mobile
S24943,U12785,P381,,0,0.415,0.4544,desktop
S24944,U17082,P440,0.0875,1,0.1085,,tablet
S24945,U12118,P428,0.5079,1,0.886,0.3309,mobile
S24946,U16416,P500,,1,0.8369,0.438,mobile
S24947,U11210,P456,0.8566,0,0.8728,0.5515,desktop
S24948,U11026,P342,0.6707,0,0.4446,,desktop
S24949,U15404,P598,0.6509,1,,0.6488,desktop
S24950,U14117,P421,0.7302,1,0.9395,0.4356,desktop
S24951,U14261,P534,,1,0.7002,,desktop
S24952,U15429,P218,0.7989,1,0.3679,0.7217,desktop
S24953,U17018,P146,0.744,1,0.1235,0.7956,desktop
S24954,U15596,P267,0.7786,1,0.2739,0.765,desktop
S24955,U10497,P447,0.669,1,0.0837,0.784,mobile
S24956,U14529,P126,0.5533,1,0.7834,0.4156,desktop
S24957,U12805,P395,0.2424,1,0.1149,0.5251,tablet
S24958,U16377,P100,0.5234,0,0.0503,0.7147,desktop
S24959,U14932,P273,0.3626,1,0.1335,0.5863,mobile
S24960,U11693,P494,0.6941,0,0.9001,0.4462,desktop
S24961,U14758,P266,0.0883,0,0.1289,0.4161,mobile
S24962,U10724,P117,,0,0.3445,0.4099,mobile
S24963,U10375,P190,0.8281,0,0.3742,0.7502,mobile
S24964,U16873,P402,0.0744,0,0.0556,0.4397,tablet
S24965,U17413,P301,0.2007,0,0.5807,0.3002,desktop
S24966,U14398,P583,0.0999,0,0.964,,tablet
S24967,U12452,P120,0.9878,0,0.551,0.7658,desktop
S24968,U13859,P255,0.1881,0,0.1071,0.483,tablet
S24969,U11686,P484,0.5481,1,0.0172,,desktop
S24970,U14803,P113,0.01,0,0.4008,0.2682,mobile
S24971,U15012,P119,0.7331,0,0.475,0.6377,desktop
S24972,U16164,P343,0.3877,1,0.6083,0.3815,mobile
S24973,U10256,P476,0.5211,0,0.6947,0.4354,desktop
S24974,U14494,P556,0.01,0,0.4586,0.2432,tablet
S24975,U13600,P272,0.5049,1,0.4252,0.5423,desktop
S24976,U10050,P544,,1,,0.8197,mobile
S24977,U16590,P510,0.4155,0,0.3417,0.5125,mobile
S24978,U17437,P221,0.6103,0,0.0645,0.7585,desktop
S24979,U16970,P596,0.3347,0,0.1364,0.5689,mobile
S24980,U10594,P283,0.1285,0,0.7453,,tablet
S24981,U14913,P407,,0,0.1309,0.5,mobile
S24982,U14731,P167,0.1323,0,0.4223,0.3293,tablet
S24983,U13873,P392,0.9443,1,0.4814,0.7707,desktop
S24984,U17429,P437,0.8883,1,0.0135,0.9404,desktop
S24985,U13436,P258,,0,0.7519,0.401,mobile
S24986,U11072,P148,0.4689,0,0.5167,,mobile
S24987,U17685,P280,0.2637,0,0.0602,0.5466,desktop
S24988,U15748,P394,,0,0.4471,0.2338,mobile
S24989,U15237,P493,0.9567,1,0.0636,0.9438,desktop
S24990,U11476,P492,0.4735,1,0.775,0.3733,mobile
S24991,U14870,P447,0.7343,1,0.8535,0.4895,desktop
S24992,U13020,P575,0.121,0,0.6099,0.2418,mobile
S24993,U16066,P240,0.01,0,0.9159,0.046,tablet
S24994,U11664,P117,0.99,1,0.7074,,desktop
S24995,U14492,P239,0.7756,1,,,desktop
S24996,U12730,P171,0.6768,0,0.3856,0.6582,desktop
S24997,U17194,P570,0.8123,1,0.0368,0.8722,desktop
S24998,U16854,P341,,1,0.2315,,desktop
S24999,U11395,P360,0.0447,0,0.6094,0.1981,tablet
S25000,U13897,P362,0.8385,1,0.1072,,desktop
S25001,U15216,P242,0.3111,0,0.5656,0.3703,tablet
S25002,U14624,P294,0.4162,0,0.9182,0.2642,mobile
S25003,U14780,P245,0.1293,0,0.6096,0.2324,tablet
S25004,U14045,P393,0.8254,0,0.8982,0.5082,desktop
S25005,U12660,P125,0.361,1,0.2711,0.5117,tablet
S25006,U12233,P521,0.6139,1,0.043,0.7698,mobile
S25007,U16839,P158,0.8225,1,0.8793,0.5291,desktop
S25008,U16358,P151,0.264,0,,0.158,tablet
S25009,U13322,P516,0.5397,1,0.6503,0.4508,mobile
S25010,U16359,P248,0.0756,1,0.7115,0.1719,tablet
S25011,U16172,P500,0.3707,1,0.6802,0.3407,mobile
S25012,U14197,P206,0.01,0,0.934,0.0382,tablet
S25013,U14218,P417,0.1078,1,0.0212,0.4882,mobile
S25014,U12101,P158,0.9721,1,0.1061,0.9487,desktop
S25015,U11306,P357,0.7839,0,0.4157,,mobile
S25016,U11637,P547,0.4803,0,0.7233,0.3995,mobile
S25017,U11140,P380,0.7598,0,0.4774,0.6664,desktop
S25018,U10615,P524,0.4295,1,0.9311,0.2663,mobile
S25019,U14652,P118,0.8205,1,0.1077,0.8608,desktop
S25020,U14209,P265,0.5226,1,,0.3991,desktop
S25021,U16998,P124,0.2313,0,,0.5355,tablet
S25022,U11566,P522,0.8727,1,0.4731,0.7332,desktop
S25023,U16819,P103,0.4271,1,,0.3109,desktop
S25024,U10976,P102,,1,0.8434,0.3506,mobile
S25025,U14796,P517,0.5181,0,0.4668,0.5175,mobile
S25026,U11316,P461,0.51,0,0.8698,0.339,desktop
S25027,U17362,P493,0.2679,0,0.0874,0.5517,tablet
S25028,U12339,P468,0.3167,0,,0.3564,mobile
S25029,U14356,P126,0.5587,1,0.7838,0.4186,mobile
S25030,U17374,P467,0.365,0,0.1398,0.5849,mobile
S25031,U16707,P445,0.99,1,0.833,0.631,desktop
S25032,U12096,P318,0.7625,1,0.9864,0.4483,desktop
S25033,U15125,P484,0.8731,0,0.188,0.8564,desktop
S25034,U10378,P143,0.01,0,0.9739,0.0066,mobile
S25035,U13465,P311,0.6076,1,0.2432,0.6655,desktop
S25036,U16005,P151,0.5183,0,0.0902,0.6945,mobile
S25037,U12271,P252,0.3134,0,0.2327,0.5151,tablet
S25038,U11046,P301,0.047,0,0.6331,0.1892,mobile
S25039,U11007,P420,0.7374,0,0.9319,0.4575,desktop
S25040,U16800,P563,0.6848,0,0.4759,0.6095,mobile
S25041,U10109,P110,0.3471,0,0.3823,0.4556,mobile
S25042,U12771,P167,0.6799,0,0.3235,,desktop
S25043,U13883,P326,0.0855,0,,0.3493,mobile
S25044,U12600,P220,0.7553,0,0.6602,0.5705,desktop
S25045,U15518,P432,0.603,0,,0.7586,mobile
S25046,U13243,P568,0.9174,1,,0.5999,desktop
S25047,U11005,P114,0.4722,0,,0.5561,mobile
S25048,U14793,P156,0.99,1,0.8131,0.654,desktop
S25049,U16869,P429,0.2558,0,0.7246,0.2555,tablet
S25050,U10305,P163,0.7839,1,0.4767,0.6662,desktop
S25051,U17731,P329,,0,0.6234,0.3998,mobile
S25052,U15701,P110,0.5962,0,0.569,0.5328,desktop
S25053,U15827,P220,0.2842,0,0.6584,,mobile
S25054,U10958,P323,0.4207,0,0.8711,0.3015,desktop
S25055,U10953,P324,0.6077,1,0.6792,0.4775,mobile
S25056,U15270,P224,,1,0.6679,0.7166,desktop
S25057,U17595,P247,0.7886,1,0.4362,0.6864,mobile
S25058,U12668,P327,0.3602,0,0.3749,0.4664,mobile
S25059,U13538,P129,0.3454,0,0.6046,0.3732,mobile
S25060,U12677,P109,0.8416,1,0.0102,0.9006,desktop
S25061,U17020,P153,0.5607,1,0.1603,0.6887,mobile
S25062,U11630,P285,0.0545,0,,0.2974,mobile
S25063,U11791,P306,0.1037,1,,0.4203,mobile
S25064,U12603,P354,0.01,0,0.783,0.1033,tablet
S25065,U11971,P256,,0,0.3747,0.451,mobile
S25066,U10066,P228,0.6897,1,0.8482,0.4661,desktop
S25067,U15275,P157,0.99,1,0.9779,0.5829,desktop
S25068,U10834,P504,0.6029,0,,,desktop
S25069,U10205,P498,0.1272,0,0.3875,0.3269,mobile
S25070,U12833,P294,0.3202,1,0.8827,,mobile
S25071,U14250,P516,0.8196,1,0.3631,0.7357,desktop
S25072,U11714,P521,0.2603,1,0.5693,0.3251,mobile
S25073,U11532,P502,0.4813,1,,0.2918,mobile
S25074,U15691,P487,0.1336,1,,0.1025,mobile
S25075,U16141,P175,0.01,0,,0.2678,mobile
S25076,U13145,P188,0.911,1,0.1353,0.8865,desktop
S25077,U13120,P453,,0,0.8433,0.2458,mobile
S25078,U16926,P180,0.01,0,0.6924,0.1424,tablet
S25079,U15586,P285,0.01,0,0.6323,,tablet
S25080,U16728,P425,0.1549,1,0.4978,0.3097,mobile
S25081,U10707,P367,,1,,0.8174,desktop
S25082,U16030,P482,0.5255,0,0.2749,0.619,mobile
S25083,U10178,P178,0.5847,1,0.2054,0.6687,desktop
S25084,U15167,P244,0.5126,0,0.561,0.4882,mobile
S25085,U15191,P228,0.1022,0,0.3197,0.3562,mobile
S25086,U10112,P113,0.277,0,,0.5023,mobile
S25087,U10756,P218,0.3848,0,0.8344,0.2967,mobile
S25088,U10896,P101,,0,0.5626,0.513,mobile
S25089,U16022,P103,0.401,1,0.5053,0.4336,mobile
S25090,U12868,P343,0.9728,1,0.1659,0.9089,desktop
S25091,U10158,P165,0.99,1,0.4899,0.779,desktop
S25092,U10785,P345,0.99,1,0.4654,0.7896,desktop
S25093,U11803,P189,0.4504,0,0.9514,,mobile
S25094,U11839,P529,0.2396,0,0.8691,0.1982,mobile
S25095,U17197,P277,0.603,0,0.9353,0.3787,mobile
S25096,U13168,P159,0.01,0,0.2007,0.3545,tablet
S25097,U12298,P331,0.598,0,0.1068,0.7188,mobile
S25098,U14078,P535,0.0479,0,0.1162,0.4127,tablet
S25099,U11542,P452,0.5224,1,,0.6808,desktop
S25100,U17259,P275,0.6255,0,0.4313,0.5946,desktop
S25101,U14208,P266,0.01,0,0.045,0.4217,mobile
S25102,U14354,P482,0.4762,0,0.1006,0.6658,mobile
S25103,U12154,P297,0.6299,1,0.7412,0.4779,desktop
S25104,U10574,P159,0.01,0,0.1754,0.351,tablet
S25105,U17557,P513,0.7798,1,0.2293,0.7705,desktop
S25106,U13038,P569,,1,0.2139,0.5641,mobile
S25107,U11381,P510,0.2389,0,0.6095,0.3098,mobile
S25108,U15902,P182,0.2569,0,0.0907,0.5439,mobile
S25109,U11222,P173,0.6321,0,0.8121,0.4342,mobile
S25110,U12474,P410,,1,0.5569,0.6653,desktop
S25111,U11501,P553,,1,0.0126,0.6678,desktop
S25112,U10858,P125,,0,0.9451,,desktop
S25113,U13574,P525,,0,0.0453,0.6121,mobile
S25114,U13729,P476,0.0425,0,0.377,0.2827,mobile
S25115,U12965,P342,0.6793,1,0.1802,,desktop
S25116,U17740,P422,0.01,0,0.5412,0.2076,mobile
S25117,U13191,P215,0.0528,0,0.4593,0.2532,mobile
S25118,U11596,P422,0.01,0,0.6768,0.1347,mobile
S25119,U17476,P279,0.5787,1,0.7784,0.418,desktop
S25120,U11561,P361,0.6952,0,,0.5689,mobile
S25121,U16770,P596,0.4986,1,0.4726,0.5039,mobile
S25122,U12522,P213,0.5048,1,0.7512,,mobile
S25123,U12599,P365,,0,0.8402,0.2569,mobile
S25124,U12391,P137,0.0445,0,0.4051,0.2861,tablet
S25125,U12675,P479,0.5801,0,0.3752,0.5928,mobile
S25126,U12183,P176,0.8731,1,0.0513,0.9153,desktop
S25127,U10276,P201,0.99,1,0.026,0.9935,desktop
S25128,U16108,P111,0.1765,0,0.8777,0.1438,mobile
S25129,U13882,P401,0.5485,0,0.8908,,mobile
S25130,U13604,P148,0.99,1,0.6065,0.7431,desktop
S25131,U12078,P353,0.6992,1,,0.5877,desktop
S25132,U14342,P446,0.3165,0,0.9336,0.2002,mobile
S25133,U14506,P479,0.518,0,0.8248,0.3631,mobile
S25134,U14077,P348,0.6492,1,0.9577,0.3956,mobile
S25135,U16170,P171,0.32,0,0.1077,0.5729,mobile
S25136,U14168,P546,0.047,0,0.9858,0.0371,mobile
S25137,U11120,P296,0.2613,0,0.3675,0.4271,mobile
S25138,U14768,P352,0.1975,0,0.5394,0.3018,mobile
S25139,U15465,P583,0.01,0,0.1391,0.3667,mobile
S25140,U12523,P457,0.9574,1,0.5801,0.7358,desktop
S25141,U15419,P398,0.01,0,0.2425,0.3221,tablet
S25142,U13370,P321,0.8544,0,0.7567,0.6003,desktop
S25143,U14382,P159,,0,0.3062,0.718,mobile
S25144,U11908,P456,0.01,0,0.3077,0.294,tablet
S25145,U13520,P256,0.3745,0,0.5811,0.4,mobile
S25146,U14307,P441,0.4749,1,0.497,0.4797,mobile
S25147,U17243,P561,0.2915,0,0.4457,0.4107,mobile
S25148,U14496,P481,0.085,0,0.2521,0.3611,tablet
S25149,U14750,P301,0.763,1,0.301,0.7299,desktop
S25150,U13105,P366,0.4832,0,0.4802,,desktop
S25151,U10497,P134,0.5995,0,0.5525,0.5274,mobile
S25152,U16991,P354,0.4431,1,0.1792,0.5985,mobile
S25153,U13587,P122,0.6854,1,0.3294,,desktop
S25154,U15447,P555,0.2113,1,0.8726,0.1805,mobile
S25155,U14193,P504,,1,0.1777,0.6538,desktop
S25156,U12413,P264,0.8571,1,0.3025,0.7834,desktop
S25157,U13800,P127,0.4674,0,0.0665,0.6611,mobile
S25158,U10462,P471,0.2184,0,0.1309,0.4901,tablet
S25159,U16171,P450,0.7438,1,0.1215,0.8107,mobile
S25160,U12760,P413,0.3942,0,0.4417,0.4572,mobile
S25161,U13457,P152,,0,0.3966,0.7044,desktop
S25162,U10272,P383,0.6158,1,0.1581,0.7213,desktop
S25163,U16969,P397,0.7074,1,0.0645,0.8143,mobile
S25164,U11150,P574,,1,,0.5871,desktop
S25165,U16345,P587,0.01,0,0.1645,0.3557,tablet
S25166,U17688,P184,0.2691,0,0.645,0.2975,mobile
S25167,U17454,P556,0.9207,1,0.8845,0.5833,mobile
S25168,U16593,P448,0.01,0,0.2518,,mobile
S25169,U15207,P223,0.2259,0,0.8222,0.1962,mobile
S25170,U13389,P544,0.5018,1,0.4426,0.533,mobile
S25171,U10018,P306,0.7576,1,0.0119,0.8515,mobile
S25172,U11616,P516,0.99,0,,0.7933,desktop
S25173,U13178,P538,0.4716,0,0.2028,0.619,mobile
S25174,U15577,P264,0.3795,1,0.0669,0.6103,mobile
S25175,U14081,P146,0.5722,1,0.1288,0.7089,mobile
S25176,U16454,P519,0.99,1,0.9625,0.5752,desktop
S25177,U10411,P470,,1,0.3261,0.4688,mobile
S25178,U10741,P255,,1,0.8739,0.6002,desktop
S25179,U12671,P365,0.3388,1,0.2163,0.5368,mobile
S25180,U12779,P378,0.01,0,0.0518,0.4043,tablet
S25181,U16778,P575,0.99,1,0.9039,0.6004,desktop
S25182,U16641,P581,0.99,1,0.9691,0.5723,desktop
S25183,U16387,P104,0.6556,0,0.1857,0.7179,desktop
S25184,U16833,P181,0.6255,1,0.01,0.7764,desktop
S25185,U12624,P218,0.01,0,0.4391,0.2516,mobile
S25186,U15499,P361,0.9088,1,0.6682,,desktop
S25187,U10514,P224,0.6587,1,,0.4096,mobile
S25188,U10206,P525,0.6936,0,,0.7795,desktop
S25189,U10947,P402,,0,0.919,0.2036,tablet
S25190,U12441,P314,0.1705,0,0.5906,,mobile
S25191,U17188,P127,0.2301,0,0.9497,0.158,mobile
S25192,U11828,P588,0.01,0,0.884,0.0454,mobile
S25193,U13598,P368,0.3998,0,0.7657,0.3206,mobile
S25194,U17510,P597,0.4127,0,0.8433,0.3089,mobile
S25195,U16861,P124,0.3664,0,,0.2229,mobile
S25196,U16094,P106,0.5581,0,0.8326,,mobile
S25197,U16345,P293,0.6993,1,0.8604,0.452,mobile
S25198,U12167,P179,0.334,0,0.9294,0.2121,mobile
S25199,U15768,P541,,0,0.0845,0.8468,mobile
S25200,U17979,P421,0.7454,0,0.8932,0.4643,desktop
S25201,U15926,P135,0.3377,0,0.3656,,mobile
S25202,U16532,P357,0.3652,0,0.5191,0.407,mobile
S25203,U15656,P212,0.4964,0,0.7563,,tablet
S25204,U15943,P393,0.6587,0,0.2993,0.6707,desktop
S25205,U16377,P301,0.5428,1,0.0718,0.7165,mobile
S25206,U11656,P113,0.1068,1,0.852,0.1292,tablet
S25207,U10601,P254,0.1839,0,0.5625,0.2841,tablet
S25208,U15439,P498,0.2314,1,0.4036,0.3943,mobile
S25209,U10711,P184,0.1379,0,0.0863,0.463,mobile
S25210,U15077,P239,,1,0.7757,0.4507,mobile
S25211,U11203,P470,,0,0.0871,0.6343,mobile
S25212,U17000,P526,0.659,1,0.1375,0.755,desktop
S25213,U11391,P196,0.01,0,0.9287,0.0261,tablet
S25214,U16219,P284,0.6883,1,0.3124,0.682,desktop
S25215,U12696,P587,0.3069,0,0.6231,0.3286,mobile
S25216,U16793,P441,0.99,1,0.9273,,desktop
S25217,U16639,P457,0.1173,0,0.0688,0.4731,mobile
S25218,U17689,P591,0.9358,1,0.9482,0.5645,desktop
S25219,U13272,P599,0.99,0,0.7866,0.6654,desktop
S25220,U14925,P531,0.01,0,0.7831,0.0889,tablet
S25221,U17513,P288,0.0396,0,0.9411,0.0377,mobile
S25222,U16626,P181,0.99,0,0.4109,0.8274,desktop
S25223,U17386,P399,0.9068,0,,0.6833,mobile
S25224,U13131,P279,0.2404,1,,0.1867,mobile
S25225,U17134,P545,0.6938,1,0.3067,0.702,desktop
S25226,U13730,P485,0.6461,0,0.0184,0.7846,desktop
S25227,U12666,P448,,1,0.4907,0.6226,desktop
S25228,U10549,P554,0.0401,0,0.8434,0.0802,tablet
S25229,U14741,P514,,0,0.2693,0.3935,tablet
S25230,U13982,P204,,0,0.6969,0.1404,tablet
S25231,U11244,P480,,1,0.7319,0.6147,desktop
S25232,U13886,P309,0.1134,0,0.8066,0.1382,mobile
S25233,U14012,P428,0.6724,1,0.7424,0.4874,mobile
S25234,U12549,P348,0.76,1,0.3953,0.7019,mobile
S25235,U13204,P171,0.9576,1,0.3348,0.8417,desktop
S25236,U10845,P260,0.5131,0,0.2712,0.6134,desktop
S25237,U16196,P232,0.8786,1,0.4647,0.7402,desktop
