Age,Income,Education_Level,Work_Experience,Purchase_Decision
37.0,,Bachelor,19.0,1
26.0,71993.06,Master,2.0,1
34.0,47902.95,Bachelor,5.0,0
44.0,74634.1,Master,3.0,1
64.0,79428.21,Bachelor,32.0,1
,63701.22,Master,0.0,0
53.0,,Bachelor,15.0,1
36.0,27949.99,High School,1.0,0
34.0,55489.44,Bachelor,10.0,1
22.0,38479.43,Bachelor,1.0,0
56.0,88472.95,Bachelor,36.0,1
35.0,63748.02,Bachelor,,1
24.0,76059.75,Master,3.0,1
34.0,69382.16,Bachelor,,1
56.0,81737.78,Bachelor,31.0,1
53.0,63691.06,High School,31.0,1
57.0,105304.98,PhD,27.0,0
62.0,90519.81,,28.0,1
21.0,66477.22,,0.0,0
,80055.09,Bachelor,21.0,1
42.0,55035.46,Bachelor,11.0,1
22.0,35718.7,High School,3.0,0
47.0,56929.54,Bachelor,12.0,1
29.0,22948.77,High School,1.0,0
21.0,41398.94,Bachelor,3.0,0
41.0,,Bachelor,14.0,1
46.0,59345.52,Bachelor,14.0,1
26.0,53226.37,Bachelor,7.0,0
21.0,75099.94,Master,2.0,1
41.0,,,22.0,1
31.0,74598.55,Master,13.0,1
22.0,39107.04,High School,4.0,0
35.0,39821.96,High School,14.0,0
59.0,53936.61,,20.0,0
36.0,80163.62,Master,14.0,1
29.0,49462.82,Bachelor,,1
35.0,61687.75,Master,3.0,1
34.0,41678.77,Bachelor,0.0,0
47.0,45283.48,High School,16.0,0
41.0,67179.77,Bachelor,19.0,1
28.0,36558.09,High School,0.0,0
52.0,79673.7,Master,15.0,1
40.0,53460.29,High School,12.0,0
34.0,51825.63,Bachelor,9.0,1
18.0,62312.68,Master,0.0,0
32.0,82529.12,PhD,6.0,1
49.0,,,17.0,1
,62815.87,Master,0.0,1
32.0,49266.36,High School,,0
45.0,64648.56,Master,8.0,1
41.0,73700.97,Bachelor,13.0,1
52.0,60841.81,High School,29.0,1
39.0,54903.07,Bachelor,12.0,1
44.0,54761.54,High School,19.0,1
36.0,51715.95,Bachelor,,1
62.0,78500.87,High School,42.0,1
29.0,39564.18,Bachelor,0.0,0
37.0,,PhD,2.0,1
18.0,24500.74,High School,0.0,0
38.0,40881.98,Bachelor,0.0,1
62.0,44312.37,Bachelor,4.0,0
18.0,53313.59,Master,0.0,0
27.0,50581.21,Bachelor,8.0,0
64.0,90400.66,Bachelor,44.0,1
49.0,,Bachelor,23.0,1
56.0,30346.99,High School,4.0,0
39.0,28287.96,High School,4.0,0
,61766.16,Bachelor,11.0,1
65.0,71867.17,High School,33.0,0
63.0,65488.08,Bachelor,22.0,0
49.0,,Bachelor,15.0,1
44.0,79048.79,,,1
45.0,38945.7,High School,4.0,0
35.0,81804.7,Master,11.0,1
56.0,85687.1,Master,,1
46.0,37364.6,High School,5.0,0
35.0,57138.01,Bachelor,12.0,1
61.0,96966.15,Bachelor,,1
25.0,38976.69,High School,5.0,0
48.0,78140.91,Bachelor,25.0,1
51.0,43595.17,High School,16.0,0
24.0,92926.99,Master,6.0,1
53.0,68320.02,Master,8.0,1
35.0,56031.45,Bachelor,15.0,1
,70887.99,Bachelor,17.0,1
26.0,63136.12,Master,7.0,1
26.0,68248.72,Master,8.0,1
63.0,119619.28,PhD,40.0,1
25.0,37651.82,High School,5.0,0
52.0,,High School,0.0,0
35.0,54603.25,Bachelor,8.0,1
22.0,44380.91,Bachelor,3.0,0
31.0,58625.73,High School,11.0,0
45.0,53935.65,High School,11.0,1
47.0,113809.75,Master,23.0,1
21.0,55436.95,Master,0.0,0
56.0,47885.83,Bachelor,8.0,0
37.0,54361.12,Master,2.0,1
42.0,47715.99,Bachelor,5.0,0
45.0,62968.17,Master,2.0,1
29.0,39443.0,Bachelor,0.0,0
19.0,24418.34,,1.0,0
60.0,87557.92,Bachelor,34.0,1
,68588.6,Bachelor,13.0,1
39.0,51493.03,Bachelor,13.0,0
48.0,43728.36,High School,19.0,0
40.0,74659.21,,1.0,1
65.0,84797.98,High School,43.0,1
37.0,34472.68,High School,,0
55.0,51643.41,Bachelor,12.0,0
21.0,,Bachelor,1.0,0
32.0,46968.12,Bachelor,3.0,0
41.0,57622.83,Master,3.0,1
42.0,83106.56,Bachelor,18.0,1
,48801.9,Bachelor,0.0,0
24.0,48677.61,Bachelor,,0
48.0,35965.88,High School,0.0,0
29.0,46497.09,Bachelor,8.0,0
59.0,67982.67,Master,10.0,1
22.0,26177.55,High School,1.0,0
61.0,63305.08,Bachelor,18.0,0
59.0,92433.14,Master,18.0,1
55.0,71756.85,Bachelor,11.0,1
29.0,47335.48,Bachelor,2.0,0
56.0,90605.26,PhD,17.0,1
35.0,42120.77,High School,16.0,0
19.0,41658.41,High School,0.0,0
27.0,70567.03,Master,7.0,1
32.0,70118.25,Master,,1
47.0,61505.18,,18.0,1
61.0,89022.11,Bachelor,37.0,1
,54218.87,Master,2.0,1
21.0,44626.93,,2.0,0
24.0,30311.05,High School,5.0,0
58.0,49473.75,High School,11.0,0
,67135.23,Bachelor,19.0,1
56.0,67371.81,Master,10.0,1
51.0,83865.6,Master,25.0,1
23.0,90609.41,PhD,0.0,1
55.0,90450.39,Master,15.0,1
62.0,44915.3,Bachelor,8.0,0
51.0,63521.98,,4.0,1
61.0,61911.3,Master,7.0,1
32.0,60234.39,Bachelor,12.0,1
31.0,49484.87,Bachelor,4.0,0
23.0,22950.54,High School,0.0,0
54.0,87372.54,Master,19.0,1
49.0,68991.23,Bachelor,25.0,1
20.0,44606.45,Bachelor,0.0,0
20.0,65762.13,Bachelor,0.0,0
39.0,67056.64,Bachelor,,1
39.0,42378.37,High School,12.0,0
27.0,64873.04,Master,6.0,0
20.0,26955.76,High School,2.0,0
29.0,22542.33,High School,1.0,0
46.0,41925.99,Bachelor,0.0,0
65.0,88819.66,Bachelor,43.0,1
34.0,80696.05,PhD,2.0,1
24.0,58188.06,Master,,0
30.0,85758.91,Master,11.0,1
19.0,25872.82,High School,0.0,0
21.0,31716.84,High School,3.0,0
27.0,49423.92,,5.0,0
56.0,80557.53,High School,36.0,1
41.0,,,10.0,1
34.0,55566.89,Bachelor,12.0,1
23.0,72735.99,PhD,2.0,1
36.0,30790.76,High School,5.0,0
22.0,39855.9,Bachelor,2.0,0
49.0,69570.22,Bachelor,24.0,1
27.0,31535.15,High School,4.0,0
26.0,52401.92,Bachelor,0.0,1
44.0,66331.84,Bachelor,12.0,1
30.0,46450.86,Bachelor,5.0,0
36.0,,Bachelor,11.0,1
38.0,42965.1,High School,16.0,0
,65277.05,Bachelor,17.0,1
,66895.87,Bachelor,23.0,1
21.0,29722.43,,1.0,0
41.0,44582.76,Bachelor,7.0,0
52.0,76285.63,,,1
20.0,42598.28,Bachelor,0.0,0
21.0,27812.51,High School,1.0,0
54.0,91542.22,Bachelor,36.0,1
57.0,66164.53,Bachelor,21.0,1
65.0,76032.02,Bachelor,33.0,1
52.0,,Master,,1
48.0,75046.92,Bachelor,,1
61.0,69456.65,Bachelor,21.0,1
42.0,105676.45,Master,24.0,1
57.0,49390.9,Bachelor,2.0,0
30.0,49631.47,Bachelor,5.0,0
21.0,50298.6,Bachelor,1.0,0
63.0,60536.7,Bachelor,20.0,0
31.0,77804.44,Master,8.0,1
30.0,,High School,12.0,0
44.0,64936.5,Bachelor,9.0,1
23.0,26039.89,High School,0.0,0
34.0,64849.47,Bachelor,16.0,1
53.0,33461.68,High School,6.0,0
57.0,85871.5,,21.0,1
52.0,76992.15,Master,17.0,1
34.0,68875.6,Master,13.0,1
58.0,49659.52,Bachelor,9.0,1
19.0,74388.97,PhD,0.0,1
30.0,57526.19,Bachelor,8.0,0
19.0,40096.66,Bachelor,1.0,0
45.0,76692.05,Master,12.0,1
60.0,72315.8,Bachelor,16.0,1
43.0,77946.58,Bachelor,,1
39.0,57361.07,High School,21.0,1
64.0,,Bachelor,15.0,0
60.0,88875.86,Master,23.0,1
20.0,39108.3,Bachelor,2.0,0
52.0,61824.25,Bachelor,10.0,1
29.0,48015.46,Bachelor,6.0,0
41.0,77068.32,Master,8.0,1
22.0,29576.39,High School,4.0,0
37.0,41393.04,Bachelor,0.0,0
,50413.61,High School,17.0,0
56.0,82358.12,Bachelor,13.0,1
30.0,58558.89,Bachelor,11.0,1
58.0,42358.09,High School,10.0,0
62.0,66019.77,Bachelor,23.0,1
29.0,41306.17,,3.0,0
30.0,28016.54,,2.0,0
27.0,47859.2,Bachelor,0.0,0
50.0,51959.1,High School,18.0,0
57.0,80394.92,Bachelor,31.0,1
33.0,57849.3,Bachelor,14.0,1
62.0,,Bachelor,10.0,0
52.0,98657.59,Master,22.0,1
20.0,51524.4,,2.0,0
22.0,44123.4,High School,4.0,0
43.0,85230.0,Master,23.0,1
28.0,53976.05,Bachelor,5.0,0
24.0,48624.8,,1.0,0
27.0,70435.16,Master,1.0,1
59.0,51763.61,High School,,0
51.0,92971.64,,32.0,1
20.0,60328.64,Bachelor,2.0,1
,44486.78,Bachelor,3.0,0
48.0,54712.82,Master,,1
28.0,42372.44,Bachelor,0.0,0
62.0,69629.6,,36.0,1
24.0,61307.13,Master,5.0,1
62.0,,Master,43.0,1
19.0,37833.26,,0.0,0
23.0,60368.4,Bachelor,5.0,0
58.0,36068.87,,2.0,0
49.0,71725.54,Master,18.0,0
37.0,,High School,0.0,0
51.0,,High School,20.0,0
33.0,,Bachelor,0.0,1
42.0,35104.51,High School,9.0,0
29.0,27269.09,High School,2.0,0
24.0,44313.32,Bachelor,4.0,0
56.0,,High School,5.0,0
34.0,36815.91,High School,10.0,0
62.0,31408.75,High School,5.0,0
28.0,52591.02,High School,2.0,0
23.0,47693.33,Bachelor,0.0,0
40.0,79482.7,Master,7.0,1
44.0,69118.04,,26.0,1
63.0,42627.98,Bachelor,2.0,0
23.0,28895.59,,4.0,0
55.0,76118.39,High School,20.0,1
19.0,36139.13,High School,0.0,0
39.0,58316.85,Bachelor,,1
37.0,57655.59,Bachelor,4.0,1
42.0,64100.15,Bachelor,18.0,1
32.0,47461.39,Bachelor,4.0,0
46.0,48765.55,High School,20.0,0
25.0,60448.58,Master,3.0,0
,,Bachelor,1.0,0
50.0,46109.53,Bachelor,6.0,0
39.0,54769.77,Bachelor,0.0,0
64.0,102933.99,,41.0,1
22.0,58885.9,Master,3.0,0
56.0,71652.01,Master,17.0,1
35.0,54391.22,Bachelor,10.0,1
55.0,76340.2,Bachelor,28.0,1
54.0,57896.32,High School,18.0,1
47.0,88084.45,Master,24.0,1
48.0,72653.14,Bachelor,30.0,1
27.0,30821.86,High School,3.0,0
32.0,47041.52,Bachelor,2.0,0
59.0,39420.05,High School,12.0,0
65.0,89257.98,Bachelor,31.0,1
61.0,83231.85,Bachelor,26.0,1
35.0,45116.53,Bachelor,1.0,0
40.0,49105.72,High School,8.0,0
50.0,,Master,7.0,1
33.0,65967.67,Master,4.0,1
55.0,96461.26,Master,29.0,1
52.0,75005.19,Bachelor,28.0,1
,60558.17,Master,8.0,1
45.0,56266.84,Bachelor,12.0,1
19.0,26774.43,High School,1.0,0
,47967.47,High School,5.0,0
,56335.14,Bachelor,6.0,0
58.0,53882.81,High School,,0
33.0,89561.98,PhD,14.0,1
22.0,45367.18,,2.0,0
45.0,47015.18,Bachelor,9.0,1
56.0,47082.41,Bachelor,9.0,0
62.0,74845.11,Bachelor,8.0,0
37.0,55002.43,,11.0,0
41.0,50334.65,High School,23.0,1
44.0,59748.18,Master,7.0,1
47.0,86078.41,Bachelor,23.0,1
62.0,86717.52,Bachelor,40.0,1
44.0,57376.4,Bachelor,16.0,1
43.0,69238.32,Master,7.0,1
24.0,66116.82,Master,1.0,1
59.0,68288.65,Bachelor,19.0,1
64.0,64701.59,Bachelor,16.0,0
55.0,71549.98,Bachelor,27.0,1
22.0,62090.18,Master,1.0,0
40.0,70703.61,Master,0.0,1
45.0,63922.29,High School,27.0,1
51.0,39559.46,Bachelor,0.0,0
32.0,74980.28,Master,8.0,1
49.0,62591.41,Bachelor,19.0,1
43.0,46294.09,Bachelor,2.0,0
65.0,71820.96,Bachelor,23.0,1
48.0,71534.76,,5.0,1
36.0,84026.13,PhD,6.0,1
26.0,48212.06,Bachelor,8.0,0
46.0,28088.63,High School,4.0,0
56.0,47190.36,High School,15.0,0
21.0,43752.11,High School,1.0,0
20.0,38342.33,Bachelor,2.0,1
46.0,46702.61,Bachelor,,0
,44219.6,High School,3.0,0
50.0,75061.66,Bachelor,22.0,1
55.0,102033.44,Bachelor,34.0,1
28.0,34306.67,High School,6.0,0
44.0,41919.47,Bachelor,3.0,0
50.0,82820.24,PhD,9.0,1
38.0,50766.58,Bachelor,,1
56.0,91504.61,,10.0,1
48.0,53206.24,Bachelor,7.0,1
55.0,71018.24,,8.0,1
63.0,100195.12,Master,39.0,1
19.0,41445.59,Bachelor,1.0,0
44.0,85984.73,Master,16.0,1
53.0,95502.04,Master,31.0,1
28.0,48440.69,Bachelor,6.0,0
64.0,46303.73,High School,14.0,0
35.0,47342.67,Bachelor,5.0,0
18.0,50595.47,Master,0.0,0
52.0,42238.45,Bachelor,4.0,0
52.0,49450.59,High School,17.0,0
48.0,60867.36,High School,20.0,0
45.0,64662.47,Bachelor,20.0,1
56.0,59801.54,High School,14.0,0
18.0,51524.52,Bachelor,0.0,0
42.0,55648.49,Bachelor,,1
60.0,67011.73,Bachelor,25.0,1
55.0,52762.69,High School,14.0,0
37.0,39756.53,High School,12.0,0
20.0,43970.95,High School,0.0,0
19.0,28301.28,High School,1.0,1
35.0,49758.29,Bachelor,8.0,0
61.0,66718.99,Bachelor,22.0,1
27.0,34240.92,High School,0.0,0
22.0,,High School,2.0,0
26.0,,High School,8.0,0
,74163.6,PhD,1.0,1
51.0,49934.54,Bachelor,9.0,0
55.0,93219.92,Master,21.0,1
48.0,65831.93,,2.0,1
27.0,,Bachelor,2.0,0
29.0,47524.64,Bachelor,8.0,0
53.0,61103.19,High School,28.0,1
38.0,53488.95,Bachelor,4.0,1
64.0,85698.13,High School,,1
23.0,68717.5,Master,4.0,1
65.0,65533.89,High School,37.0,0
20.0,56256.55,Master,2.0,1
27.0,39344.15,High School,7.0,0
22.0,55570.63,Master,1.0,0
63.0,83258.23,Bachelor,25.0,1
43.0,57562.19,Bachelor,13.0,1
,45246.65,Bachelor,6.0,0
62.0,40154.51,Bachelor,2.0,1
43.0,67409.63,Bachelor,19.0,1
55.0,78571.83,Master,21.0,1
61.0,65662.47,High School,37.0,1
43.0,78472.18,Master,20.0,1
25.0,71022.67,Bachelor,5.0,0
22.0,54328.53,Master,3.0,0
32.0,41603.63,Bachelor,1.0,0
33.0,53506.8,Bachelor,,1
18.0,54540.24,Master,0.0,0
33.0,59424.08,Bachelor,14.0,1
54.0,50399.95,Bachelor,4.0,0
20.0,35635.38,High School,0.0,0
64.0,91177.77,High School,,1
48.0,60972.24,Bachelor,10.0,1
30.0,56791.48,Bachelor,3.0,0
33.0,56184.05,Bachelor,13.0,1
,48219.06,High School,17.0,0
38.0,49321.78,Bachelor,6.0,1
19.0,39742.98,Bachelor,0.0,0
44.0,43741.56,Bachelor,0.0,0
55.0,70220.5,,15.0,1
43.0,60142.48,,4.0,1
,68837.19,High School,24.0,1
63.0,69256.17,Master,,1
42.0,81658.95,Bachelor,22.0,1
28.0,54399.12,Bachelor,8.0,0
25.0,30738.74,High School,3.0,0
25.0,39653.03,Bachelor,1.0,0
50.0,59466.24,High School,26.0,1
24.0,41008.67,Bachelor,1.0,0
55.0,52632.0,High School,25.0,0
38.0,34602.91,High School,,0
25.0,33316.84,High School,1.0,0
38.0,58823.12,High School,16.0,1
37.0,54463.72,High School,18.0,0
25.0,47013.27,Bachelor,7.0,0
63.0,57267.22,High School,23.0,0
48.0,53568.59,Bachelor,10.0,1
46.0,48940.35,High School,15.0,0
65.0,63734.59,Master,7.0,0
26.0,73326.98,Master,7.0,1
32.0,46928.38,High School,10.0,0
47.0,65415.07,Bachelor,14.0,1
43.0,41249.54,High School,10.0,0
27.0,72453.45,Master,6.0,1
46.0,38341.77,Bachelor,1.0,0
33.0,28681.32,,,0
53.0,63029.51,Bachelor,8.0,1
37.0,43997.83,High School,17.0,0
62.0,103558.04,Bachelor,44.0,1
54.0,71510.24,,22.0,1
39.0,42717.14,Bachelor,0.0,0
24.0,43766.78,Bachelor,2.0,0
40.0,38012.41,High School,12.0,0
58.0,51440.98,High School,13.0,0
57.0,66773.04,High School,31.0,0
46.0,87666.97,Master,16.0,1
33.0,39062.31,High School,5.0,0
55.0,66415.53,Bachelor,19.0,1
45.0,40759.03,Bachelor,0.0,0
65.0,28108.27,High School,4.0,0
55.0,60422.76,Bachelor,,1
48.0,68519.14,Bachelor,13.0,1
31.0,,Bachelor,10.0,0
50.0,77178.54,Bachelor,25.0,1
26.0,39780.37,Bachelor,1.0,0
44.0,53960.91,Bachelor,12.0,1
41.0,67815.93,Bachelor,22.0,1
30.0,56019.03,Bachelor,11.0,1
43.0,38533.57,High School,14.0,0
46.0,64570.65,Bachelor,23.0,1
60.0,27922.29,High School,3.0,0
45.0,39264.35,High School,8.0,0
45.0,49018.67,Bachelor,2.0,0
25.0,66823.84,Master,4.0,1
40.0,91366.43,Master,21.0,1
46.0,34231.43,High School,10.0,0
22.0,43611.27,Bachelor,0.0,0
59.0,81160.99,Bachelor,30.0,1
24.0,,High School,0.0,0
59.0,81397.56,Master,12.0,1
53.0,,Bachelor,28.0,1
58.0,88933.65,Master,27.0,1
44.0,36388.91,High School,11.0,0
63.0,46861.46,High School,18.0,1
19.0,61524.01,Master,0.0,0
42.0,61722.46,Bachelor,14.0,1
26.0,55445.68,Master,1.0,0
44.0,31813.28,High School,7.0,0
18.0,48078.12,Bachelor,0.0,0
40.0,51717.29,Bachelor,5.0,1
27.0,34163.89,,8.0,0
59.0,92663.18,Bachelor,37.0,1
42.0,45184.47,Bachelor,2.0,0
20.0,28229.65,High School,1.0,0
23.0,23812.34,,2.0,0
23.0,45294.53,Bachelor,1.0,0
,39559.03,Bachelor,0.0,0
,70616.44,Master,11.0,1
40.0,,Bachelor,5.0,1
19.0,25832.29,High School,1.0,0
29.0,73383.13,PhD,4.0,1
39.0,59018.09,Master,5.0,1
54.0,84188.59,High School,35.0,1
37.0,70816.65,Master,13.0,1
56.0,59520.88,High School,28.0,0
41.0,32103.94,High School,2.0,0
65.0,78038.39,High School,36.0,0
37.0,36629.48,High School,5.0,0
18.0,54214.77,Master,0.0,0
18.0,38957.79,Bachelor,0.0,0
34.0,,PhD,3.0,1
18.0,53306.74,Bachelor,0.0,0
62.0,58907.52,Bachelor,12.0,0
47.0,,Bachelor,,1
58.0,,PhD,10.0,1
64.0,74326.2,Bachelor,23.0,1
20.0,62361.71,Master,2.0,0
63.0,93167.49,Master,22.0,1
28.0,25906.06,,4.0,0
41.0,60086.97,Bachelor,4.0,1
39.0,63378.26,Master,2.0,1
61.0,113685.86,PhD,33.0,1
62.0,60283.55,High School,28.0,0
43.0,38271.44,Bachelor,2.0,0
30.0,51347.4,Bachelor,,0
18.0,29106.28,High School,0.0,0
41.0,65162.82,,2.0,1
27.0,24512.31,High School,1.0,0
52.0,63190.4,Bachelor,19.0,1
41.0,58527.51,Bachelor,11.0,1
45.0,78649.43,Bachelor,20.0,1
53.0,83345.03,Bachelor,32.0,1
33.0,,Bachelor,13.0,1
57.0,63467.69,High School,34.0,1
33.0,,High School,13.0,0
34.0,35977.93,High School,10.0,0
32.0,30544.5,High School,5.0,0
33.0,47873.5,,3.0,0
32.0,72871.12,Master,13.0,1
51.0,62451.89,High School,27.0,1
28.0,31893.29,High School,5.0,1
18.0,,Bachelor,0.0,0
32.0,,Bachelor,1.0,0
43.0,83606.98,PhD,12.0,1
21.0,,Bachelor,2.0,0
60.0,103186.64,Bachelor,34.0,1
22.0,45165.74,High School,0.0,0
52.0,67529.43,,23.0,1
30.0,43433.95,High School,10.0,0
27.0,26848.24,High School,1.0,0
28.0,39677.2,High School,9.0,0
35.0,67298.63,Master,7.0,1
51.0,,Bachelor,25.0,1
56.0,31746.2,,4.0,0
58.0,74417.56,Bachelor,32.0,1
59.0,87092.93,Bachelor,39.0,1
40.0,51399.82,Bachelor,4.0,0
24.0,,High School,6.0,0
56.0,84226.45,,,0
20.0,86457.09,PhD,0.0,1
29.0,29172.82,High School,0.0,0
,43727.59,High School,4.0,0
43.0,58088.16,High School,24.0,1
50.0,21446.8,High School,1.0,0
54.0,82077.67,Bachelor,23.0,1
65.0,98783.63,Master,35.0,1
32.0,,Master,8.0,1
19.0,23813.78,,1.0,0
58.0,63575.13,,11.0,0
24.0,,Bachelor,2.0,0
49.0,74734.98,Bachelor,17.0,0
21.0,42839.88,Bachelor,1.0,0
37.0,39596.99,,4.0,0
53.0,38607.09,Bachelor,0.0,0
49.0,87784.94,Bachelor,27.0,1
45.0,65041.91,Master,2.0,1
30.0,56427.09,Master,0.0,1
18.0,37560.34,High School,0.0,0
52.0,59180.09,High School,,1
65.0,92340.16,Master,14.0,1
47.0,55379.2,Bachelor,13.0,1
53.0,98849.17,Master,27.0,1
42.0,37247.38,High School,3.0,0
33.0,39343.51,Bachelor,2.0,0
36.0,45975.43,,7.0,0
18.0,56158.42,Master,0.0,0
22.0,33254.58,High School,2.0,1
39.0,42960.47,High School,7.0,0
,50474.82,Bachelor,4.0,0
60.0,109438.48,Master,36.0,1
62.0,70209.03,,11.0,1
54.0,108667.26,PhD,24.0,1
53.0,112462.85,PhD,32.0,1
53.0,53747.14,High School,23.0,0
21.0,25045.42,High School,2.0,0
53.0,62023.96,High School,34.0,1
35.0,50267.65,Bachelor,7.0,0
33.0,,Master,0.0,1
58.0,63034.45,Master,7.0,1
35.0,37772.67,High School,10.0,0
,48455.31,Bachelor,6.0,0
19.0,,,1.0,0
38.0,57385.52,Bachelor,15.0,1
53.0,47425.91,High School,12.0,0
61.0,91701.6,Bachelor,41.0,1
56.0,48068.18,Bachelor,2.0,0
64.0,43792.44,Bachelor,6.0,0
56.0,67777.03,Bachelor,12.0,1
46.0,33462.57,,4.0,0
43.0,108258.83,,,1
38.0,59471.66,Bachelor,18.0,1
34.0,,Bachelor,14.0,1
33.0,71259.84,PhD,0.0,1
48.0,54126.13,High School,4.0,0
26.0,29717.81,High School,4.0,0
48.0,,Master,22.0,1
31.0,38727.81,High School,13.0,0
54.0,58871.19,Master,0.0,1
19.0,29127.76,High School,1.0,0
65.0,68412.84,High School,26.0,0
63.0,52700.48,Bachelor,7.0,0
31.0,30022.56,High School,3.0,0
50.0,60212.26,Master,2.0,1
52.0,58134.52,Bachelor,18.0,1
56.0,60980.16,Master,1.0,1
64.0,101537.18,Master,30.0,0
37.0,47110.96,High School,15.0,0
19.0,51893.5,Master,0.0,0
58.0,56440.94,Bachelor,9.0,0
36.0,63976.44,Bachelor,15.0,1
54.0,104881.07,Master,36.0,1
35.0,45219.93,Bachelor,2.0,0
33.0,57820.14,Bachelor,11.0,1
21.0,48333.55,Bachelor,2.0,0
29.0,25025.82,High School,1.0,0
46.0,48392.85,High School,20.0,0
24.0,50444.26,Bachelor,3.0,0
31.0,30313.7,High School,5.0,0
29.0,,,1.0,1
52.0,71310.86,High School,33.0,1
22.0,53659.52,Bachelor,2.0,0
34.0,42471.39,Bachelor,2.0,0
59.0,85412.49,Master,26.0,1
49.0,,Bachelor,1.0,0
27.0,54239.34,Bachelor,2.0,0
60.0,56057.71,Bachelor,16.0,0
34.0,58994.71,Bachelor,13.0,1
22.0,61768.28,Bachelor,4.0,0
62.0,113324.25,PhD,37.0,1
59.0,108857.89,Master,39.0,1
26.0,60071.28,Master,,1
50.0,79448.33,Master,18.0,1
,46836.7,Bachelor,4.0,0
53.0,49860.01,Bachelor,4.0,0
35.0,67922.66,Bachelor,13.0,1
26.0,39068.04,Bachelor,,0
46.0,72392.35,Master,15.0,1
31.0,48410.02,Bachelor,3.0,0
42.0,104006.03,PhD,24.0,1
32.0,50379.47,,7.0,0
,68047.2,Master,2.0,1
59.0,63779.87,Bachelor,20.0,1
46.0,,Bachelor,4.0,0
32.0,51247.14,Bachelor,6.0,0
46.0,81568.62,Master,23.0,1
21.0,84804.48,Master,0.0,1
35.0,29623.21,High School,6.0,0
61.0,83034.93,Bachelor,23.0,1
56.0,53990.87,Bachelor,,0
33.0,73355.1,PhD,5.0,1
28.0,55483.06,Bachelor,9.0,1
31.0,26895.58,High School,0.0,0
20.0,65664.58,Bachelor,2.0,0
59.0,91312.07,Bachelor,38.0,1
55.0,37514.94,High School,9.0,0
62.0,43928.81,Bachelor,1.0,0
59.0,68959.44,Master,15.0,1
35.0,55519.37,Master,4.0,1
37.0,,High School,15.0,0
65.0,98430.5,PhD,22.0,1
42.0,61214.54,,15.0,1
55.0,62178.43,High School,26.0,1
30.0,42835.49,High School,8.0,0
21.0,22213.48,High School,1.0,0
31.0,60008.54,Master,0.0,1
50.0,75493.23,High School,31.0,1
45.0,35502.57,High School,8.0,0
54.0,,Master,10.0,1
25.0,47587.43,Bachelor,4.0,0
61.0,60856.38,Master,5.0,0
51.0,84374.84,Bachelor,29.0,1
61.0,77763.47,High School,39.0,1
22.0,,Master,2.0,0
22.0,34343.04,,1.0,0
48.0,,Bachelor,11.0,1
62.0,52138.49,Bachelor,3.0,0
26.0,31228.73,High School,8.0,0
59.0,94603.3,,15.0,1
49.0,68922.87,Bachelor,22.0,1
50.0,34598.45,High School,10.0,0
20.0,64092.24,,1.0,0
47.0,83321.03,,26.0,1
29.0,49710.42,Bachelor,7.0,0
,64119.06,Bachelor,21.0,1
20.0,67887.63,Master,2.0,0
43.0,51434.67,High School,23.0,1
47.0,45095.66,High School,14.0,0
26.0,43010.88,Bachelor,0.0,0
43.0,40463.93,High School,14.0,0
19.0,38600.74,,1.0,0
20.0,50458.07,Bachelor,1.0,1
63.0,49613.44,High School,16.0,0
21.0,29257.01,,3.0,0
42.0,,Bachelor,21.0,1
30.0,68196.26,Master,6.0,1
56.0,73797.36,Bachelor,28.0,1
,,Bachelor,21.0,1
52.0,36823.4,High School,10.0,0
40.0,44966.98,Bachelor,3.0,0
26.0,33984.21,,,1
19.0,47519.61,Bachelor,1.0,0
58.0,76825.72,Bachelor,31.0,1
61.0,81740.96,Master,13.0,0
48.0,66501.87,Bachelor,17.0,0
61.0,101981.69,Master,37.0,1
64.0,84673.71,Bachelor,36.0,1
19.0,56932.48,Master,1.0,0
49.0,78013.31,Bachelor,24.0,1
35.0,54601.49,Bachelor,12.0,1
30.0,58267.77,,6.0,1
63.0,62271.36,High School,31.0,0
22.0,41683.81,High School,2.0,0
59.0,48280.17,High School,21.0,0
61.0,99062.86,Master,22.0,1
27.0,29078.58,High School,3.0,0
60.0,69620.19,Master,12.0,1
42.0,68878.91,,7.0,1
51.0,39904.53,High School,,0
54.0,62927.77,Bachelor,12.0,1
47.0,38023.86,High School,12.0,1
24.0,40988.67,Bachelor,0.0,0
23.0,41751.0,Bachelor,5.0,0
20.0,41052.95,,1.0,0
30.0,26142.95,High School,0.0,0
20.0,41902.3,Bachelor,1.0,0
43.0,83248.21,Master,22.0,1
41.0,46969.67,Bachelor,5.0,0
23.0,55763.59,Master,4.0,1
60.0,29474.21,High School,4.0,0
59.0,87218.74,Master,24.0,1
29.0,54470.2,Bachelor,8.0,0
53.0,70868.49,High School,27.0,1
19.0,51970.67,Master,1.0,0
28.0,57307.43,Master,2.0,1
56.0,71793.62,Bachelor,19.0,1
51.0,32827.3,High School,4.0,0
43.0,32251.17,,6.0,0
35.0,63287.45,Bachelor,11.0,1
38.0,,Master,6.0,1
53.0,43458.07,High School,9.0,0
,103935.9,Master,39.0,1
63.0,,High School,16.0,0
61.0,111994.19,Master,36.0,1
39.0,,,14.0,1
47.0,69178.07,Bachelor,27.0,1
60.0,49372.55,Bachelor,8.0,0
